"id","name","type","email","mobile","address","latitude","longitude","network_id","open_time","close_time","ratings","thumbnail","street","landmark","state","country","pin","city","approved_status","address2","location_id","vendor_id","advance","threshold_time","status","created_at","updated_at","created_by","updated_by","station_url","verified","elevation","station_updated","user_type","feedback","brand_id","reactivate_time","reactivate_date","reason","approved_by","approved_at"
6450,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391","Lemon Tree Hotel, Sec 60, Gurgaon",28.4021692,77.0990579,17,"00:00:00","23:59:59",0.0,,"","",Haryana,India,"122102",Gurugram,APPROVED,,,,10,10,1,"2024-05-22 02:29:28",,,,,1,267.53,0,,,,,,,,
6451,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391","Keys Lite By Lemon Tree hotel, Sylvan",17.7220928,73.2036417,17,"00:00:00","23:59:59",0.0,,"",P6C3+XWF,Maharashtra,India,"415712",Ratnagiri,APPROVED,,,,10,10,1,"2024-05-22 02:29:29","2025-04-03 15:58:47",,,,1,194.081,0,,,,,,,,
6452,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391",Lemon Tree Hotel Dapoli,17.8150296,73.1046085,17,"00:00:00","23:59:59",0.0,,"",R483+2R,Maharashtra,India,"",Ratnagiri,APPROVED,,,,10,10,1,"2024-05-22 02:29:30","2025-04-09 08:14:37",,,,1,117.305,0,,,,,,,,
6453,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391",Hotel Morya Dhaba,18.2860135,73.2445719,17,"00:00:00","23:59:59",0.0,,"","",Maharashtra,India,"402112",Raigad,APPROVED,,,,10,10,1,"2024-05-22 02:29:30",,,,,1,37.148,0,,,,,,,,
6454,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391","Lemon Tree Hotel, Hinjawadi, Pune",18.5855363,73.7340999,17,"00:00:00","23:59:59",0.0,,"","",Maharashtra,India,"411057",Pune,APPROVED,,,,10,10,1,"2024-05-22 02:29:31",,,,,1,604.94,0,,,,,,,,
6455,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391",Lemon Tree Premier Pune,18.5278761,73.8759363,17,"00:00:00","23:59:59",0.0,,"",GVHG+585,Maharashtra,India,"411001",Pune,APPROVED,,,,10,10,1,"2024-05-22 02:29:31",,,,,1,565.0,0,,,,,,,,
6456,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391",Keys Select Pimpri - By Lemon Tree Hotels,18.6318156,73.8015845,17,"00:00:00","23:59:59",0.0,,Old Mumbai - Pune Highway,"",Maharashtra,India,"411019",Pune,APPROVED,,,,10,10,1,"2024-05-22 02:29:32",,,,,1,583.17,0,,,,,,,,
6457,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391","Lemon Tree Hotel, Viman Nagar",18.5619178,73.9080525,17,"00:00:00","23:59:59",0.0,,Sakore Nagar Road,"",Maharashtra,India,"411014",Pune,APPROVED,,,,10,10,1,"2024-05-22 02:29:33",,,,,1,570.682,0,,,,,,,,
6458,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391",EV Dock Charging Station,19.0069382,73.0281696,17,"00:00:00","23:59:59",0.0,,Uran Road,"",Maharashtra,India,"400706",Thane,APPROVED,,,,10,10,1,"2024-05-22 02:29:33","2025-04-23 20:03:38",,,,1,30.265,0,,,,,,,,
6459,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391",Tritan Dreams,19.1956277,72.9627563,17,"00:00:00","23:59:59",0.0,,"","5XW7+749",Maharashtra,India,"400602",Thane,APPROVED,,,,10,10,1,"2024-05-22 02:29:34",,,,,1,35.617,0,,,,,,,,
6460,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391",The Walk Hiranandani Estate,19.2560448,72.9834091,17,"00:00:00","23:59:59",0.0,,"","",महाराष्ट्र,India,"",ठाणे,APPROVED,,,,10,10,1,"2024-05-22 02:29:35",,,,,1,19.732,0,,,,,,,,
6461,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391","Lemon Tree Premier, Mumbai International Airport",19.1083531,72.8816296,17,"00:00:00","23:59:59",0.0,,Andheri - Kurla Road,"",Maharashtra,India,"400059",Mumbai Suburban,APPROVED,,,,10,10,1,"2024-05-22 02:29:35",,,,,1,30.146,0,,,,,,,,
6462,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391","Aurika, Mumbai Skycity by Lemon Tree",19.1032587,72.8625634,17,"00:00:00","23:59:59",0.0,,Sahar Road,"",Maharashtra,India,"400099",Mumbai Suburban,APPROVED,,,,10,10,1,"2024-05-22 02:29:36",,,,,1,18.0,0,,,,,,,,
6463,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391",EV DOCK Charging Station,19.0454445,72.841854,17,"00:00:00","23:59:59",0.0,,"","",Maharashtra,India,"400016",Mumbai City,APPROVED,,,,10,10,1,"2024-05-22 02:29:37",,,,,1,20.034,0,,,,,,,,
6464,EV DOCK Charging Station,PUBLIC,evdockin@gmail.com,"9903910391",B Adarsh Worli,19.015075,72.8228143,17,"00:00:00","23:59:59",0.0,,"","",Maharashtra,India,"400030",Mumbai City,APPROVED,,,,10,10,1,"2024-05-22 02:29:37",,,,,1,9.0,0,,,,,,,,
10769,Charzer Charging Station,PUBLIC,hello@charzer.com,"",Hotel Shelton Rajamahendri,16.998821,81.784477,19,"00:00:00","23:59:59",0.0,,"","",Andhra Pradesh,India,"533101",East Godavari,APPROVED,,,,10,10,1,"2024-05-27 03:05:31",,,,,1,42.666,0,,,,,,,,
10770,Charzer Charging Station,PUBLIC,hello@charzer.com,"",Marriott Hotel,17.748188,83.24624,19,"00:00:00","23:59:59",0.0,,"","",Andhra Pradesh,India,"530048",Visakhapatnam,APPROVED,,,,10,10,1,"2024-05-27 03:05:31",,,,,1,61.447,0,,,,,,,,
10771,Charzer Charging Station,PUBLIC,hello@charzer.com,"",Malpe Fish Trade Center - Renoch,13.352056,74.703918,19,"00:00:00","23:59:59",0.0,,"","9P23+JQ3",Karnataka,India,"576108",Udupi,APPROVED,,,,10,10,1,"2024-05-27 03:05:32",,,,,1,28.287,0,,,,,,,,
10772,Charzer Charging Station,PUBLIC,hello@charzer.com,"","EV Pump, Sambhajinagar",19.873596,75.361525,19,"00:00:00","23:59:59",0.0,,"",V9F6+CH7,Maharashtra,India,"431009",Aurangabad,APPROVED,,,,10,10,1,"2024-05-27 03:05:32",,,,,1,627.811,0,,,,,,,,
10773,Charzer Charging Station,PUBLIC,hello@charzer.com,"","EV Pump, Swaraj Food Mall",19.264512,74.147441,19,"00:00:00","23:59:59",0.0,,"","747W+RX5",Maharashtra,India,"422602",Ahmednagar,APPROVED,,,,10,10,1,"2024-05-27 03:05:33",,,,,1,703.553,0,,,,,,,,
10774,Charzer Charging Station,PUBLIC,hello@charzer.com,"","EV Pump, Hotel Flora Inn",19.851205,75.863174,19,"00:00:00","23:59:59",0.0,,Nagpur - Aurangabad - Mumbai Highway,VV27+F75,Maharashtra,India,"431213",Jalna,APPROVED,,,,10,10,1,"2024-05-27 03:05:33",,,,,1,537.685,0,,,,,,,,
10775,Charzer Charging Station,PUBLIC,hello@charzer.com,"","EV Pump, Hotel Sairaj",19.595078,76.672468,19,"00:00:00","23:59:59",0.0,,"",HMWC+2X9,Maharashtra,India,"431509",Parbhani,APPROVED,,,,10,10,1,"2024-05-27 03:05:34",,,,,1,,0,,,,,,,,
10776,Charzer Charging Station,PUBLIC,hello@charzer.com,"","EV Pump, Hotel Chaurang",19.177976,76.724309,19,"00:00:00","23:59:59",0.0,,Gangakhed Road,"",Maharashtra,India,"431402",Parbhani,APPROVED,,,,10,10,1,"2024-05-27 03:05:34",,,,,1,422.0,0,,,,,,,,
10777,Charzer Charging Station,PUBLIC,hello@charzer.com,"","EV Pump, Hotel Ramayan",20.477891,77.45576,19,"00:00:00","23:59:59",0.0,,"",FFH4+47X,Maharashtra,India,"444105",Washim,APPROVED,,,,10,10,1,"2024-05-27 03:05:35",,,,,1,440.851,0,,,,,,,,
10778,Charzer Charging Station,PUBLIC,hello@charzer.com,"","EV Pump, Hotel Paradise",21.159211,78.389714,19,"00:00:00","23:59:59",0.0,,"","595Q+MV3",Maharashtra,India,"442203",Wardha,APPROVED,,,,10,10,1,"2024-05-27 03:05:35","2025-03-27 16:08:42",,,,1,469.36,0,,,,,,,,
10779,Charzer Charging Station,PUBLIC,hello@charzer.com,"","EV Pump, New Nalanda",20.892495,74.796721,19,"00:00:00","23:59:59",0.0,,"",VQRW+WM,Maharashtra,India,"424004",Dhule,APPROVED,,,,10,10,1,"2024-05-27 03:05:35",,,,,1,280.678,0,,,,,,,,
10780,Charzer Charging Station,PUBLIC,hello@charzer.com,"","EV Pump, Shri Datta Residency",20.152622,76.554778,19,"00:00:00","23:59:59",0.0,,Jalna - Mehkar Road,"5H34+332",Maharashtra,India,"443301",Buldhana,APPROVED,,,,10,10,1,"2024-05-27 03:05:36","2025-03-27 15:16:25",,,,1,549.213,0,,,,,,,,
10781,Charzer Charging Station,PUBLIC,hello@charzer.com,"","EV Pump, Akbar Ali",17.658639,75.968386,19,"00:00:00","23:59:59",0.0,,Maharashtra State Highway 151,MX59+F7C,Maharashtra,India,"413006",Solapur,APPROVED,,,,10,10,1,"2024-05-27 03:05:36",,,,,1,504.502,0,,,,,,,,
10782,Charzer Charging Station,PUBLIC,hello@charzer.com,"","EV Pump, CIDCO N3",19.873634,75.36143,19,"00:00:00","23:59:59",0.0,,"",V9F6+CH7,Maharashtra,India,"431009",Aurangabad,APPROVED,,,,10,10,1,"2024-05-27 03:05:37",,,,,1,627.881,0,,,,,,,,
10783,Charzer Charging Station,PUBLIC,hello@charzer.com,"","EV Pump, Jay Malhar",17.817054,76.242826,19,"00:00:00","23:59:59",0.0,,"",R68V+P53,Maharashtra,India,"413603",Osmanabad,APPROVED,,,,10,10,1,"2024-05-27 03:05:37",,,,,1,570.579,0,,,,,,,,
10784,Charzer Charging Station,PUBLIC,hello@charzer.com,"",Hotel Sharada International,13.349484,74.737267,19,"00:00:00","23:59:59",0.0,,"","",Karnataka,India,"576103",Udupi,APPROVED,,,,10,10,1,"2024-05-27 03:05:38",,,,,1,28.62,0,,,,,,,,
10785,Charzer Charging Station,PUBLIC,hello@charzer.com,"","Kausthba Residency, Katapady",13.293659,74.745064,19,"00:00:00","23:59:59",0.0,,"","7PVV+CQF",Karnataka,India,"576122",Udupi,APPROVED,,,,10,10,1,"2024-05-27 03:05:38",,,,,1,23.814,0,,,,,,,,
10829,Park Plus Charging Station,PUBLIC,support@goegonetwork.com,"7066710101",Kosmo One,13.093602,80.163389,21,"00:00:00","23:59:59",0.0,,Ambattur Industrial Estate Road,"",Tamil Nadu,India,"600058",Chennai,APPROVED,,,,10,10,1,"2024-05-27 03:07:09",,,,,1,17.0,0,,,,,,,,
10830,Park Plus Charging Station,PRIVATE,support@goegonetwork.com,"7066710101",Cessena Business Park,12.944281,77.692486,21,"00:00:00","23:59:59",0.0,,"",WMVV+G2F,Karnataka,India,"560103",Bengaluru Urban,APPROVED,,,,10,10,1,"2024-05-27 03:07:09","2025-03-31 11:11:29",,,,1,889.037,0,,,,,,,,
10831,Park Plus Charging Station,PRIVATE,support@goegonetwork.com,"7066710101","Prima Bay, Chandivali",19.12522,72.892606,21,"00:00:00","23:59:59",0.0,,Adi Shankaracharya Marg,"",Maharashtra,India,"400072",Mumbai Suburban,APPROVED,,,,10,10,1,"2024-05-27 03:07:10",,,,,1,43.771,0,,,,,,,,
10832,Park Plus Charging Station,PUBLIC,support@goegonetwork.com,"7066710101",One BKC,19.061076,72.865136,21,"00:00:00","23:59:59",0.0,,"","",Maharashtra,India,"400051",Mumbai Suburban,APPROVED,,,,10,10,1,"2024-05-27 03:07:10",,,,,1,16.25,0,,,,,,,,
10833,goEgo Charging Station,PUBLIC,support@goegonetwork.com,"7066710101",Tirumala Tirupati Devasthanam,13.679201,79.353175,22,"00:00:00","23:59:59",0.0,,Bhanumati Road,M9H3+M5W,Andhra Pradesh,India,"517504",Chittoor,APPROVED,,,,10,10,1,"2024-05-27 03:07:29",,,,,1,875.0,0,,,,,,,,
10834,goEgo Charging Station,PUBLIC,support@goegonetwork.com,"7066710101",Charge Park SRIT ITPL,12.963094,77.717699,22,"00:00:00","23:59:59",0.0,,ITPL Main Road,"",Karnataka,India,"560037",Bengaluru Urban,APPROVED,,,,10,10,1,"2024-05-27 03:07:30","2025-03-31 11:11:29",,,,1,913.275,0,,,,,,,,
10835,goEgo Charging Station,PUBLIC,support@goegonetwork.com,"7066710101",The Social Street,18.590073,73.745624,22,"00:00:00","23:59:59",0.0,,Hinjawadi - Wakad Road,HPQW+R48,Maharashtra,India,"411057",Pune,APPROVED,,,,10,10,1,"2024-05-27 03:07:30",,,,,1,583.455,0,,,,,,,,
10836,goEgo Charging Station,PUBLIC,support@goegonetwork.com,"7066710101",Balewadi Charge Park,18.578886,73.762538,22,"00:00:00","23:59:59",0.0,,Exit to Baner Road,"",Maharashtra,India,"411045",Pune,APPROVED,,,,10,10,1,"2024-05-27 03:07:31",,,,,1,584.217,0,,,,,,,,
10837,goEgo Charging Station,PUBLIC,support@goegonetwork.com,"7066710101",Balewadi Charge Park,18.578832,73.762531,22,"00:00:00","23:59:59",0.0,,Exit to Baner Road,"",Maharashtra,India,"411045",Pune,APPROVED,,,,10,10,1,"2024-05-27 03:07:31",,,,,1,584.399,0,,,,,,,,
10838,goEgo Charging Station,PUBLIC,support@goegonetwork.com,"7066710101",Ranjangaon,18.763599,74.258564,22,"00:00:00","23:59:59",0.0,,Maharashtra State Highway 27,Q775+CF5,Maharashtra,India,"412209",Pune,APPROVED,,,,10,10,1,"2024-05-27 03:07:31",,,,,1,641.0,0,,,,,,,,
10839,goEgo Charging Station,PUBLIC,support@goegonetwork.com,"7066710101",KB's Grand Hotel Shridi,19.748124,74.477435,22,"00:00:00","23:59:59",0.0,,"","",Maharashtra,India,"423109",Ahmednagar,APPROVED,,,,10,10,1,"2024-05-27 03:07:32",,,,,1,516.0,0,,,,,,,,
10840,goEgo Charging Station,PUBLIC,support@goegonetwork.com,"7066710101",Hotel Foodland,16.628894,74.205305,22,"00:00:00","23:59:59",0.0,,"",J6H4+H5,Maharashtra,India,"416001",Kolhapur,APPROVED,,,,10,10,1,"2024-05-27 03:07:32",,,,,1,658.026,0,,,,,,,,
10841,Nikol EV Charging Station,PUBLIC,,"9158895888",Matunga East,19.026957,72.859791,23,"00:00:00","23:59:59",0.0,,Rafi Ahmed Kidwai Road,"",Maharashtra,India,"400019",Mumbai City,APPROVED,,,,10,10,1,"2024-05-29 15:36:07","2025-04-09 13:34:42",,,,1,23.806,0,,,,,,,,
10842,Nikol EV Charging Station,PUBLIC,,"9511691435",Baar Baar Dhaba,18.758978,73.435614,23,"00:00:00","23:59:59",0.0,,"",QC5P+J73,Maharashtra,India,"410401",Pune,APPROVED,,,,10,10,1,"2024-05-29 15:36:08",,,,,1,642.914,0,,,,,,,,
10843,Nikol EV Charging Station,PUBLIC,,"9158895888",Grishma Solar - Stature,18.45802,73.80785,23,"00:00:00","23:59:59",0.0,,Sinhgad Road,"",Maharashtra,India,"411041",Pune,APPROVED,,,,10,10,1,"2024-05-29 15:36:08",,,,,1,587.424,0,,,,,,,,
10844,Nikol EV Charging Station,PUBLIC,,"9158895888",O Hotel Pune - Koregaon Park,18.53948,73.88688,23,"00:00:00","23:59:59",0.0,,North Main Road,"",Maharashtra,India,"411001",Pune,APPROVED,,,,10,10,1,"2024-05-29 15:36:09",,,,,1,564.22,0,,,,,,,,
10845,Nikol EV Charging Station,PUBLIC,,"7676480763",Saikrupa Restaurant,19.347827,74.206117,23,"00:00:00","23:59:59",0.0,,Pune - Nashik Highway,"86X4+3C9",Maharashtra,India,"422620",Ahmednagar,APPROVED,,,,10,10,1,"2024-05-29 15:36:09",,,,,1,723.043,0,,,,,,,,
10846,Nikol EV Charging Station,PUBLIC,,"8779797185",Maharashtra Food Flavours,18.335148,73.852322,23,"00:00:00","23:59:59",0.0,,National Highway 4,"8VM2+RR9",Maharashtra,India,"411034",Pune,APPROVED,,,,10,10,1,"2024-05-29 15:36:10",,,,,1,767.841,0,,,,,,,,
10847,Nikol EV Charging Station,PUBLIC,,"9158895888",Harikrupa Enterprises,19.83515,74.11915,23,"00:00:00","23:59:59",0.0,,"",R4P9+3M,Maharashtra,India,"",Nashik,APPROVED,,,,10,10,1,"2024-05-29 15:36:11",,,,,1,615.644,0,,,,,,,,
10848,Nikol EV Charging Station,PUBLIC,,"9890314805",Vrundavan Garden,20.169471,73.825097,23,"00:00:00","23:59:59",0.0,,rode,"5R9G+M6F",Maharashtra,India,"422202",Nashik,APPROVED,,,,10,10,1,"2024-05-29 15:36:11",,,,,1,678.811,0,,,,,,,,
10849,Nikol EV Charging Station,PUBLIC,,"9158895888",Kapurhol Satara Road,18.228539,73.916334,23,"00:00:00","23:59:59",0.0,,Bhor-Kapurhol Road,"6WH8+CHW",Maharashtra,India,"412205",Pune,APPROVED,,,,10,10,1,"2024-05-29 15:36:12",,,,,1,655.675,0,,,,,,,,
10850,Nikol EV Charging Station,PUBLIC,,"9422561367",Kanchan Sea Food,18.477229,74.266015,23,"00:00:00","23:59:59",0.0,,"",F7G8+V93,Maharashtra,India,"412214",Pune,APPROVED,,,,10,10,1,"2024-05-29 15:36:12",,,,,1,567.0,0,,,,,,,,
10851,Nikol EV Charging Station,PUBLIC,,"7741851734",Hotel Daulat Food Mall,20.213821,74.040504,23,"00:00:00","23:59:59",0.0,,National Highway 360,"627R+F8X",Maharashtra,India,"422209",Nashik,APPROVED,,,,10,10,1,"2024-05-29 15:36:13",,,,,1,612.0,0,,,,,,,,
10852,Nikol EV Charging Station,PUBLIC,,"9158895888",SS Charging Zone,19.62083,74.6232,23,"00:00:00","23:59:59",0.0,,Shrirampur-Shirdi,"",Maharashtra,India,"413709",Ahmednagar,APPROVED,,,,10,10,1,"2024-05-29 15:36:13",,,,,1,,0,,,,,,,,
10853,Nikol EV Charging Station,PUBLIC,,"8999564094",R S Electromatics,19.171461,74.69621,23,"00:00:00","23:59:59",0.0,,Manmad Road,"",Maharashtra,India,"414111",Ahmednagar,APPROVED,,,,10,10,1,"2024-05-29 15:36:14",,,,,1,677.0,0,,,,,,,,
10854,Nikol EV Charging Station,PUBLIC,,"8446217889",Samruddhi,19.051885,74.722633,23,"00:00:00","23:59:59",0.0,,Ahmednagar - Daund Road,"",Maharashtra,India,"414006",Ahmednagar,APPROVED,,,,10,10,1,"2024-05-29 15:36:14",,,,,1,650.0,0,,,,,,,,
10855,Nikol EV Charging Station,PUBLIC,,"9579861714",Mauli Enterprises,19.915071,75.228462,23,"00:00:00","23:59:59",0.0,,Aurangabad - Nashik Highway,"",Maharashtra,India,"431002",Aurangabad,APPROVED,,,,10,10,1,"2024-05-29 15:36:15","2025-03-27 15:16:25",,,,1,606.728,0,,,,,,,,
10856,Nikol EV Charging Station,PUBLIC,,"9158895888",Prozone Mall,19.87686,75.350623,23,"00:00:00","23:59:59",0.0,,"","",Maharashtra,India,"431003",Aurangabad,APPROVED,,,,10,10,1,"2024-05-29 15:36:16",,,,,1,600.0,0,,,,,,,,
10857,Nikol EV Charging Station,PUBLIC,,"9158895888",Calangute,15.551652,73.772164,23,"00:00:00","23:59:59",0.0,,Porba Vaddo,"",Goa,India,"403516",North Goa,APPROVED,,,,10,10,1,"2024-05-29 15:36:16",,,,,1,17.787,0,,,,,,,,
10858,Nikol EV Charging Station,PUBLIC,,"9158895888",World Trade Center,13.012299,77.55598,23,"00:00:00","23:59:59",0.0,,"","",Karnataka,India,"560055",Bengaluru Urban,APPROVED,,,,10,10,1,"2024-05-29 15:36:16",,,,,1,951.799,0,,,,,,,,
10859,Nikol EV Charging Station,PUBLIC,,"7982570389",Delta,12.904292,77.687926,23,"00:00:00","23:59:59",0.0,,"",WM3Q+J7W,Karnataka,India,"560035",Bengaluru Urban,APPROVED,,,,10,10,1,"2024-05-29 15:36:17","2025-03-31 11:23:48",,,,1,906.626,0,,,,,,,,
10860,BluSmart Charging Station,PUBLIC,,"",Ashok Vihar,28.49121,77.01712,24,"00:00:00","23:59:59",0.0,,"",F2R8+CRQ,Haryana,India,"122022",Gurugram,APPROVED,,,,10,10,1,"2024-05-29 15:36:43","2025-03-27 19:07:12",,,,1,239.483,0,,,,,,,,
10861,BluSmart Charging Station,PUBLIC,,"",Badarpur,28.496784,77.300025,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110044",South East Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:43",,,,,1,231.013,0,,,,,,,,
10862,BluSmart Charging Station,PUBLIC,,"",Dilshad Garden Metro,28.67552,77.32136,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110095",Shahdara,APPROVED,,,,10,10,1,"2024-05-29 15:36:44",,,,,1,205.0,0,,,,,,,,
10863,BluSmart Charging Station,PUBLIC,,"",Eldeco,28.414988,77.309797,24,"00:00:00","23:59:59",0.0,,"",C875+XWV,Haryana,India,"121001",Faridabad,APPROVED,,,,10,10,1,"2024-05-29 15:36:45",,,,,1,226.035,0,,,,,,,,
10864,BluSmart Charging Station,PUBLIC,,"",Harkesh Nagar Metro,28.5435,77.2576,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110019",South East Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:45",,,,,1,229.0,0,,,,,,,,
10865,BluSmart Charging Station,PUBLIC,,"",Inderlok,28.67355,77.16993,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110035",North West Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:46",,,,,1,214.0,0,,,,,,,,
10866,BluSmart Charging Station,PUBLIC,,"",Kalkaji Metro,28.55009,77.259477,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110019",South East Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:46",,,,,1,240.0,0,,,,,,,,
10867,BluSmart Charging Station,PUBLIC,,"",Keshavpuram Metro,28.689709,77.161371,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110035",North West Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:47",,,,,1,246.001,0,,,,,,,,
10868,BluSmart Charging Station,PUBLIC,,"",Kohat Enclave,28.69827,77.14151,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110034",North West Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:48",,,,,1,237.74,0,,,,,,,,
10869,BluSmart Charging Station,PUBLIC,,"",Madipur,28.67569,77.11984,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110026",West Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:48",,,,,1,239.651,0,,,,,,,,
10870,BluSmart Charging Station,PUBLIC,,"",MGF Saket,28.533755,77.217017,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110017",South Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:49",,,,,1,230.0,0,,,,,,,,
10871,BluSmart Charging Station,PUBLIC,,"",Mohan Estate Metro,28.51885,77.29428,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110044",South East Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:49",,,,,1,216.0,0,,,,,,,,
10872,BluSmart Charging Station,PUBLIC,,"",Rajokri,28.524489,77.100723,24,"00:00:00","23:59:59",0.0,,"",G4F2+R8J,Delhi,India,"110038",New Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:50",,,,,1,267.0,0,,,,,,,,
10873,BluSmart Charging Station,PUBLIC,,"",Rohini East,28.70818,77.12573,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110085",North Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:51",,,,,1,239.598,0,,,,,,,,
10874,BluSmart Charging Station,PUBLIC,,"",Samalka,28.532029,77.096214,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110037",New Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:51",,,,,1,253.572,0,,,,,,,,
10875,BluSmart Charging Station,PUBLIC,,"",Sarita Vihar Metro,28.52856,77.28738,24,"00:00:00","23:59:59",0.0,,"",G7HQ+F32,Delhi,India,"110076",South East Delhi,APPROVED,,,,10,10,1,"2024-05-29 15:36:52",,,,,1,211.0,0,,,,,,,,
10876,BluSmart Charging Station,PUBLIC,,"",Sector 86,28.38973,76.937683,24,"00:00:00","23:59:59",0.0,,"","",Haryana,India,"122004",Gurugram,APPROVED,,,,10,10,1,"2024-05-29 15:36:52",,,,,1,235.0,0,,,,,,,,
10877,BluSmart Charging Station,PUBLIC,,"",Seelampur Metro,28.66966,77.26419,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110053",Shahdara,APPROVED,,,,10,10,1,"2024-05-29 15:36:53",,,,,1,209.0,0,,,,,,,,
10878,BluSmart Charging Station,PUBLIC,,"",Shashtri Park Metro,28.66722,77.25303,24,"00:00:00","23:59:59",0.0,,"","",Delhi,India,"110053",Shahdara,APPROVED,,,,10,10,1,"2024-05-29 15:36:54",,,,,1,209.0,0,,,,,,,,
10879,BluSmart Charging Station,PUBLIC,,"",Spaze,28.41322,77.044021,24,"00:00:00","23:59:59",0.0,,Badshahpur Sohna Road Highway,"",Haryana,India,"122018",Gurugram,APPROVED,,,,10,10,1,"2024-05-29 15:36:54",,,,,1,229.0,0,,,,,,,,
10880,Anert Charging Station - Kerala Govt,PUBLIC,,"9188119427",Bekal Fort,12.394168,75.033913,25,"00:00:00","23:59:59",0.0,,Bekal Fort Road,"92VM+PJ6",Kerala,India,"671316",Kasaragod,APPROVED,,,,10,10,1,"2024-05-29 15:37:11",,,,,1,45.498,0,,,,,,,,
10881,Anert Charging Station - Kerala Govt,PUBLIC,,"9188119427",Shoranur,10.772938,76.279645,25,"00:00:00","23:59:59",0.0,,"",Q7FH+3PJ,Kerala,India,"679122",Palakkad,APPROVED,,,,10,10,1,"2024-05-29 15:37:12",,,,,1,48.0,0,,,,,,,,
10882,Anert Charging Station - Kerala Govt,PUBLIC,,"9188119427","Kunnamkulam, Thrissur",10.637375,76.078564,25,"00:00:00","23:59:59",0.0,,PO,J3PH+X8X,Kerala,India,"680517",Thrissur,APPROVED,,,,10,10,1,"2024-05-29 15:37:12",,,,,1,48.646,0,,,,,,,,
10883,Anert Charging Station - Kerala Govt,PUBLIC,,"9188119427",Muttam Metro Station,10.072331,76.333815,25,"00:00:00","23:59:59",0.0,,"","",Kerala,India,"683106",Ernakulam,APPROVED,,,,10,10,1,"2024-05-29 15:37:13","2025-03-30 08:55:50",,,,1,37.428,0,,,,,,,,
10884,Anert Charging Station - Kerala Govt,PUBLIC,,"9188119427",Cusat Metro Station,10.047404,76.318852,25,"00:00:00","23:59:59",0.0,,University Road,"",Kerala,India,"682022",Ernakulam,APPROVED,,,,10,10,1,"2024-05-29 15:37:14",,,,,1,41.083,0,,,,,,,,
10885,Anert Charging Station - Kerala Govt,PUBLIC,,"9188119427",KSUM Kalamassery Station,10.05545,76.355375,25,"00:00:00","23:59:59",0.0,,"","",Kerala,India,"683503",Ernakulam,APPROVED,,,,10,10,1,"2024-05-29 15:37:15","2025-03-30 08:55:50",,,,1,55.139,0,,,,,,,,
10886,Anert Charging Station - Kerala Govt,PUBLIC,,"9188119427","RTO Enforcement Thodupuzha, Idukki",9.907004,76.704965,25,"00:00:00","23:59:59",0.0,,"",WP43+QWW,Kerala,India,"685608",Idukki,APPROVED,,,,10,10,1,"2024-05-29 15:37:16",,,,,1,49.803,0,,,,,,,,
